id_produto;produto;ano;quantidade_com_rs
ou_cooler;cooler;2019;3782516
ou_coquetel;coquetel com vinho;2019;269701
ou_destilado;destilado de vinho;2019;309
ou_filtrado_doce;filtrado doce;2019;4076204
ou_jeropiga;jeropiga;2019;0
ou_mistelas;mistelas;2019;3765
ou_mosto_concentrado;mosto concentrado;2019;0
ou_mosto_uva;mosto de uva;2019;5736852
ou_mosto_sulfitado;mosto sulfitado;2019;94000
ou_nectar;nectar de uva;2019;4006608
ou_outros_produtos;outros produtos;2019;2294581
ou_polpa;polpa de uva;2019;1838395
ou_preparado_líquido;preparado líquido para refresco;2019;52567
ou_refrigerante;refrigerante +50% suco;2019;110648
ou_sangria;sangria;2019;67279
ou_vinagre_balsamico;vinagre balsamico;2019;211653
ou_vinagre_duplo;vinagre duplo;2019;1130092
ou_vinagre_simples;vinagre simples;2019;6246945
ou_vinho_acetificado;vinho acetificado;2019;2592380
ou_vinho_base;vinho base para espumantes;2019;0
ou_vinho_composto;vinho composto;2019;366549
ou_vinho_licoroso;vinho licoroso;2019;465964
ou_vinho_leve;vinho leve;2019;306
ou_vinho_gaseificado;vinho gaseificado;2019;136
vinho de mesa;vinho de mesa;2020;215557931
vm_tinto;tinto;2020;189573423
vm_rosado;rosado;2020;1394901
vm_branco;branco;2020;24589607
vinho  fino de mesa;vinho  fino de mesa;2020;24310834
vm_tinto;tinto;2020;18202453
vm_rosado;rosado;2020;993248
vm_branco;branco;2020;5115133
vinho frizante;vinho frizante;2020;2557585
vinho orgânico;vinho orgânico;2020;10718
vinho especial;vinho especial;2020;0
ve_tinto;tinto;2020;0
ve_rosado;rosado;2020;0
ve_branco;branco;2020;0
espumantes;espumantes;2020;22610762
es_espumante_moscatel;espumante  moscatel;2020;9298571
es_espumante;espumante;2020;13311450
es_espumante orgânico;espumante orgânico;2020;742
suco de uvas;suco de uvas;2020;144889668
su_suco_natural;suco natural integral;2020;114453657
su_suco_reprocessado;suco reprocessado/reconstituido;2020;22066742
su_suco_orgânico;suco orgânico;2020;553391
su_outros_sucos;outros sucos de uvas;2020;7815879
suco de uvas concentrado;suco de uvas concentrado;2020;22422414
outros produtos comercializados;outros produtos comercializados;2020;26547242
ou_outros vinhos (sem informdetalhada;outros vinhos (sem informação detalhada);2020;192057
ou_agrin;agrin (fermentado, acetico misto);2020;0
ou_aguardente;aguardente de vinho 50°gl;2020;866
ou_alcool_vinico;alcool vinico;2020;6640
ou_bagaceira;bagaceira (graspa);2020;7610
ou_base_champenoise;base champenoise champanha;2020;8772
ou_base_charmat;base charmat champanha;2020;123
ou_base_espumante;base espumante moscatel;2020;23703
ou_bebida;bebida de uva;2020;354511
ou_borra_liqwuida;borra líquida;2020;22975
ou_borra_seca;borra seca;2020;146260
ou_brandy;brandy (conhaque);2020;7966
ou_cooler;cooler;2020;6260381
ou_coquetel;coquetel com vinho;2020;205664
ou_destilado;destilado de vinho;2020;200
ou_filtrado_doce;filtrado doce;2020;2415338
ou_jeropiga;jeropiga;2020;1267
ou_mistelas;mistelas;2020;1201
ou_mosto_concentrado;mosto concentrado;2020;0
ou_mosto_uva;mosto de uva;2020;48044
ou_mosto_sulfitado;mosto sulfitado;2020;0
ou_nectar;nectar de uva;2020;3319597
ou_outros_produtos;outros produtos;2020;2543754
ou_polpa;polpa de uva;2020;1129453
ou_preparado_líquido;preparado líquido para refresco;2020;11366
ou_refrigerante;refrigerante +50% suco;2020;144945
ou_sangria;sangria;2020;11017
ou_vinagre_balsamico;vinagre balsamico;2020;248771
ou_vinagre_duplo;vinagre duplo;2020;1075579
ou_vinagre_simples;vinagre simples;2020;6049584
ou_vinho_acetificado;vinho acetificado;2020;1879227
ou_vinho_base;vinho base para espumantes;2020;0
ou_vinho_composto;vinho composto;2020;63625
ou_vinho_licoroso;vinho licoroso;2020;362340
ou_vinho_leve;vinho leve;2020;396
ou_vinho_gaseificado;vinho gaseificado;2020;4012
vinho de mesa;vinho de mesa;2021;210012238
vm_tinto;tinto;2021;185653678
vm_rosado;rosado;2021;1931606
vm_branco;branco;2021;22426954
vinho  fino de mesa;vinho  fino de mesa;2021;27080445
vm_tinto;tinto;2021;19337862
vm_rosado;rosado;2021;1603537
vm_branco;branco;2021;6139046
vinho frizante;vinho frizante;2021;3696762
vinho orgânico;vinho orgânico;2021;18686
vinho especial;vinho especial;2021;0
ve_tinto;tinto;2021;0
ve_rosado;rosado;2021;0
ve_branco;branco;2021;0
espumantes;espumantes;2021;31242697
es_espumante_moscatel;espumante  moscatel;2021;12240059
es_espumante;espumante;2021;19001999
es_espumante orgânico;espumante orgânico;2021;639
suco de uvas;suco de uvas;2021;147753321
su_suco_natural;suco natural integral;2021;115173833
su_suco_reprocessado;suco reprocessado/reconstituido;2021;26136089
su_suco_orgânico;suco orgânico;2021;902299
su_outros_sucos;outros sucos de uvas;2021;5541100
suco de uvas concentrado;suco de uvas concentrado;2021;26730942
outros produtos comercializados;outros produtos comercializados;2021;26657930
ou_outros vinhos (sem informdetalhada;outros vinhos (sem informação detalhada);2021;17618
ou_agrin;agrin (fermentado, acetico misto);2021;0
ou_aguardente;aguardente de vinho 50°gl;2021;0
ou_alcool_vinico;alcool vinico;2021;0
ou_bagaceira;bagaceira (graspa);2021;7676
ou_base_champenoise;base champenoise champanha;2021;9580
ou_base_charmat;base charmat champanha;2021;4230
ou_base_espumante;base espumante moscatel;2021;49734
ou_bebida;bebida de uva;2021;324298
ou_borra_liqwuida;borra líquida;2021;935
ou_borra_seca;borra seca;2021;414100
ou_brandy;brandy (conhaque);2021;7311
ou_cooler;cooler;2021;6107943
ou_coquetel;coquetel com vinho;2021;244184
ou_destilado;destilado de vinho;2021;175
ou_filtrado_doce;filtrado doce;2021;2430821
ou_jeropiga;jeropiga;2021;1763
ou_mistelas;mistelas;2021;9075
ou_mosto_concentrado;mosto concentrado;2021;0
ou_mosto_uva;mosto de uva;2021;803171
ou_mosto_sulfitado;mosto sulfitado;2021;0
ou_nectar;nectar de uva;2021;4021229
ou_outros_produtos;outros produtos;2021;2105686
ou_polpa;polpa de uva;2021;1002033
ou_preparado_líquido;preparado líquido para refresco;2021;23455
ou_refrigerante;refrigerante +50% suco;2021;175954
ou_sangria;sangria;2021;17222
ou_vinagre_balsamico;vinagre balsamico;2021;332217
ou_vinagre_duplo;vinagre duplo;2021;795060
ou_vinagre_simples;vinagre simples;2021;5647166
ou_vinho_acetificado;vinho acetificado;2021;1448086
ou_vinho_base;vinho base para espumantes;2021;0
ou_vinho_composto;vinho composto;2021;227116
ou_vinho_licoroso;vinho licoroso;2021;376597
ou_vinho_leve;vinho leve;2021;0
ou_vinho_gaseificado;vinho gaseificado;2021;53495
